synthetic_traffic_datas-2
"North_Flow,South_Flow,East_Flow,West_Flow,Pedestrian_Flow,Weather,Queue_Length_North,Queue_Length_South,Queue_Length_East,Queue_Length_West,Emergency_Priority_North,Emergency_Priority_South,Emergency_Priority_East,Emergency_Priority_West"
"27,12,25,40,15,0,13,12,13,10,1,0,1,1"
"144,146,95,95,44,0,13,5,12,6,0,1,1,0"
"25,131,38,31,7,2,17,11,3,17,1,1,1,0"
"3,57,0,69,16,0,1,15,6,18,1,1,1,1"
"60,55,40,43,39,0,12,1,10,20,1,0,0,0"
"91,78,79,5,3,2,1,16,9,1,1,1,0,0"
"53,34,13,107,6,0,5,10,15,11,1,1,0,0"
"37,139,26,71,28,0,15,10,4,11,0,0,1,0"
"132,132,116,52,10,0,18,11,19,6,0,1,0,1"
"54,10,147,41,16,1,1,8,9,20,1,0,1,1"
"21,72,118,149,33,0,16,1,11,14,1,0,0,0"
"64,114,85,56,12,0,4,17,17,13,0,1,1,0"
"108,138,64,22,0,0,4,7,19,14,0,0,1,0"
"122,41,41,141,30,1,7,8,13,3,0,0,0,0"
"73,128,4,119,4,2,7,8,9,14,1,1,1,0"
"80,33,107,138,3,2,17,14,8,8,0,1,1,0"
"46,116,52,92,39,2,17,3,17,2,0,0,1,1"
"67,142,116,150,31,1,8,18,8,14,0,0,0,1"
"61,66,12,112,25,1,3,5,15,2,1,0,0,0"
"106,18,11,135,3,0,12,8,8,19,1,1,1,1"
"54,99,146,36,11,0,9,13,6,4,0,1,0,1"
"149,42,109,96,38,2,3,4,3,2,0,1,1,0"
"15,106,18,0,18,0,4,16,20,9,0,0,1,0"
"13,54,69,8,36,2,13,3,7,0,0,1,0,1"
"100,103,42,122,3,1,10,6,18,9,1,1,0,0"
"57,127,109,30,22,0,2,7,7,11,0,1,0,1"
"101,63,106,118,42,2,19,5,18,8,1,1,0,0"
"31,125,73,24,26,0,2,6,7,4,0,1,1,0"
"138,86,41,128,45,0,16,16,5,4,0,0,0,1"
"126,133,86,75,15,2,11,9,15,8,1,1,1,0"
"70,2,74,26,37,1,13,17,0,14,0,1,1,0"
"133,80,2,61,11,1,5,8,2,15,0,0,1,0"
"71,11,52,88,29,1,14,11,13,20,1,1,1,1"
"62,56,150,121,21,0,20,19,19,10,0,0,0,0"
"121,40,67,111,24,1,6,1,10,2,0,1,1,1"
"48,88,144,65,2,1,14,16,7,16,0,1,0,0"
"111,55,132,133,29,1,20,4,13,10,1,0,0,0"
"69,111,49,116,33,1,6,11,15,2,0,0,0,1"
"97,63,142,136,46,2,13,3,8,18,1,1,1,1"
"148,81,19,28,48,2,11,18,0,3,0,1,0,1"
"128,3,106,11,4,1,16,4,15,1,0,0,0,1"
"108,137,123,34,36,0,17,7,9,16,0,1,1,0"
"49,148,149,66,27,0,3,9,16,11,1,1,0,0"
"﻿138,24,112,85,41,0,2,17,13,2,0,1,0,0"
"3,55,146,77,49,0,19,17,6,19,0,0,0,1"
"118,15,72,111,33,1,6,5,15,16,0,0,1,0"
"74,71,127,121,42,1,10,17,10,0,0,1,0,1"
"115,142,31,81,13,2,7,16,9,0,1,1,0,1"
"122,130,14,102,33,0,14,12,18,2,1,1,1,0"
"120,40,49,130,9,0,7,1,3,5,0,1,1,0"
"104,15,79,104,4,0,2,1,6,18,0,1,0,0"
"64,145,24,95,18,2,13,4,20,11,0,1,1,1"
"63,137,46,34,14,1,0,2,4,14,0,1,0,0"
"31,1,97,70,36,0,2,18,12,18,1,1,0,1"
"34,8,7,138,22,1,17,13,4,1,1,1,0,0"
"108,100,77,129,27,0,0,19,17,6,0,0,1,0"
"49,10,124,141,5,0,15,19,16,2,1,0,0,0"
"140,147,104,129,29,0,12,18,17,13,1,1,0,1"
"129,93,100,150,37,1,2,19,8,20,1,0,1,1"
"17,77,107,142,15,0,18,16,5,5,1,1,0,1"
"44,124,136,40,4,0,1,0,8,1,0,1,1,1"
"11,142,73,95,1,0,19,8,13,13,1,1,0,1"
"45,88,61,139,3,1,16,12,4,1,1,1,0,1"
"98,73,142,109,42,2,6,15,2,11,0,1,1,0"
"77,124,8,53,18,1,20,0,8,10,0,1,1,1"
"21,123,36,13,21,2,1,15,10,7,1,0,0,0"
"34,64,13,33,11,2,8,9,0,13,1,1,1,0"
"69,54,120,76,33,2,7,11,13,6,1,0,0,0"
"108,102,12,76,12,2,15,9,12,17,0,0,0,0"
"130,138,40,111,50,0,9,4,9,7,1,0,0,1"
"84,87,117,88,32,0,16,19,9,16,1,0,1,1"
"70,91,117,103,17,1,4,5,1,9,0,0,1,0"
"6,73,48,91,20,1,14,14,19,18,1,1,1,0"
"65,116,118,38,38,1,10,4,10,16,1,0,0,1"
"117,37,63,108,2,0,2,18,12,3,0,0,1,1"
"95,47,149,33,39,1,13,12,16,1,0,0,1,0"
"46,98,84,97,5,0,3,20,20,12,1,0,1,1"
"123,75,148,123,12,0,4,8,6,18,1,1,0,0"
"24,49,14,58,49,2,13,2,18,7,0,1,1,0"
"38,120,34,102,1,0,5,16,8,6,1,0,0,1"
"65,19,36,78,10,0,7,0,5,20,0,0,1,1"
"70,16,108,137,29,1,17,1,6,11,0,0,0,0"
"65,12,122,115,4,2,2,19,4,3,1,0,1,0"
"116,28,58,28,2,0,14,14,12,9,0,0,1,1"
"130,150,2,74,4,0,6,9,8,5,1,1,0,1"
"58,62,67,61,33,0,7,11,9,0,1,0,0,0"
"27,103,141,29,1,0,3,8,18,3,1,1,0,1"
"40,72,20,40,23,0,13,13,0,10,1,1,0,1"
"16,116,3,8,10,2,10,15,8,15,1,0,0,1"
"105,129,66,58,46,1,3,9,11,4,0,1,0,0"
"0,41,10,57,39,2,20,3,19,5,0,0,0,0"
"35,98,113,127,13,1,20,19,18,0,0,0,1,1"
"43,12,72,5,18,2,19,1,8,7,0,0,0,1"
"﻿33,56,13,146,16,2,5,14,11,7,0,0,0,0"
"106,141,134,2,12,1,12,10,15,0,1,0,0,1"
"21,28,115,97,9,2,10,19,15,17,1,1,0,0"
"14,82,146,43,27,2,18,0,7,3,1,0,0,1"
"77,126,85,62,8,0,12,15,3,12,1,1,1,1"
"132,130,87,129,0,1,10,9,12,2,1,0,1,1"
"47,134,49,107,41,0,7,6,15,4,0,0,1,0"
"108,132,139,144,24,2,8,13,8,20,0,1,1,1"
"116,98,62,125,38,1,13,7,8,13,0,1,0,0"
"16,129,5,73,37,2,3,13,0,8,0,0,0,1"
"45,150,109,122,19,0,14,2,12,3,0,1,0,0"
"74,32,97,96,13,2,3,11,7,19,1,1,0,0"
"122,125,8,75,33,1,4,8,0,19,1,0,0,1"
"14,74,95,40,16,2,7,16,14,10,0,1,1,0"
"25,18,123,63,44,1,10,13,12,2,0,1,0,0"
"77,89,42,123,13,2,2,14,12,12,0,0,0,0"
"67,70,6,119,17,2,18,18,8,1,1,1,0,1"
"126,141,99,7,16,2,10,14,6,1,0,1,0,1"
"127,93,7,19,31,2,12,15,19,18,0,1,1,1"
"41,104,72,124,4,0,0,1,8,9,1,1,0,0"
"34,79,73,1,6,0,3,6,15,7,0,0,1,0"
"70,9,91,121,5,1,15,7,9,20,1,1,1,0"
"117,116,70,126,37,1,11,16,17,19,0,1,0,0"
"102,144,72,19,29,0,4,20,7,19,0,0,1,0"
"114,134,107,148,14,0,14,11,2,10,1,1,0,1"
"45,132,30,38,20,0,15,15,9,20,0,0,0,1"
"26,150,9,9,15,2,14,19,16,16,1,1,0,0"
"120,99,105,12,25,1,5,18,14,2,0,1,0,1"
"136,132,71,21,20,1,16,1,10,17,0,0,0,1"
"3,93,120,105,1,0,18,14,3,20,0,1,1,0"
"91,53,147,100,7,2,14,20,14,2,0,1,1,0"
"49,112,105,85,7,1,14,20,19,4,1,0,1,1"
"23,36,20,129,24,2,9,10,13,14,0,0,1,0"
"132,46,78,66,10,2,9,7,18,16,0,1,1,0"
"48,32,11,65,20,2,20,17,11,7,0,0,1,0"
"40,9,73,17,47,0,17,3,15,10,1,0,1,0"
"121,112,6,60,19,0,13,15,3,4,1,1,0,1"
"14,84,28,97,29,2,13,5,13,0,0,0,0,1"
"63,38,12,39,4,0,4,6,11,18,0,1,0,1"
"61,107,133,133,12,0,6,11,2,3,1,0,1,1"
"133,71,42,8,19,2,10,6,15,20,0,1,1,0"
"44,74,62,25,31,0,9,3,14,2,1,0,0,0"
"33,3,20,43,25,0,13,16,14,12,1,0,0,0"
"106,69,99,32,4,1,0,14,17,11,1,0,0,1"
"55,61,50,7,20,1,4,17,10,9,1,0,1,1"
"122,92,102,30,26,0,5,15,3,17,0,0,0,1"
"76,67,104,114,0,1,11,6,13,19,0,1,0,1"
"91,33,27,101,4,1,18,2,11,12,0,1,1,1"
"125,102,58,91,23,1,17,10,20,15,0,1,1,1"
"11,150,110,103,38,2,3,5,19,11,0,0,0,1"
"﻿126,21,84,131,27,0,4,19,7,14,0,1,1,0"
"88,67,114,43,26,0,4,7,14,11,0,0,0,0"
"20,38,60,41,2,1,6,6,5,5,0,1,1,0"
"99,15,62,101,4,1,13,6,6,17,1,0,1,1"
"30,93,120,95,34,0,3,9,16,1,1,0,1,1"
"49,72,94,147,25,2,6,7,8,9,1,0,1,0"
"12,130,22,134,6,1,11,15,18,8,0,1,0,1"
"127,64,61,127,17,1,8,19,7,16,1,0,1,1"
"5,57,109,147,31,1,14,1,1,6,0,1,1,1"
"65,78,93,125,30,1,2,0,9,10,0,0,1,1"
"6,138,83,19,40,2,10,16,9,2,1,0,1,0"
"95,95,115,148,0,0,18,18,9,6,0,0,0,1"
"134,18,60,137,29,0,18,12,13,8,0,0,1,0"
"126,61,20,99,23,1,10,5,10,15,1,1,1,1"
"51,109,122,150,9,1,18,19,6,2,1,1,0,1"
"24,144,77,52,39,1,2,3,8,1,1,0,1,1"
"41,6,36,95,44,0,4,2,2,5,1,1,1,0"
"36,129,149,95,24,0,10,14,3,3,1,1,0,0"
"67,7,49,123,38,0,0,9,17,20,1,0,1,1"
"51,68,41,140,43,2,16,4,5,5,0,0,1,0"
"55,38,97,58,40,1,14,16,6,13,1,1,0,1"
"108,94,19,86,1,2,7,15,15,7,0,0,1,1"
"118,136,124,146,30,0,6,5,10,15,1,1,0,0"
"22,10,31,112,42,1,2,0,13,16,1,0,0,0"
"11,43,133,125,2,0,8,18,15,16,0,1,1,0"
"124,112,17,137,19,2,11,9,16,12,0,0,1,1"
"5,61,79,75,16,2,10,5,16,14,1,1,0,0"
"108,42,8,146,26,0,9,15,9,0,0,1,1,0"
"1,10,39,127,13,2,14,0,15,20,1,0,0,1"
"129,146,110,100,29,1,7,1,13,13,0,1,1,0"
"112,137,136,24,9,0,5,5,15,5,0,0,0,1"
"19,64,51,126,25,2,12,12,15,8,0,0,0,1"
"133,34,94,23,31,2,3,15,2,14,0,0,0,1"
"103,40,134,66,19,1,18,0,11,14,0,1,0,0"
"41,141,122,70,22,1,11,13,20,1,0,1,1,0"
"27,31,114,97,16,2,10,12,14,12,0,0,0,0"
"4,140,144,149,21,2,4,5,13,9,1,0,0,1"
"146,93,3,105,47,0,5,10,4,6,1,0,0,0"
"141,43,82,7,43,1,0,3,6,16,1,0,0,0"
"57,126,6,12,35,0,1,15,7,8,0,0,0,0"
"43,82,77,114,45,2,5,13,8,13,1,0,1,0"
"149,53,22,106,21,0,1,5,10,4,0,1,0,1"
"79,45,89,44,32,0,9,9,5,14,1,1,0,0"
"62,29,46,3,24,0,10,1,8,14,1,1,1,1"
"68,33,80,24,21,2,1,17,12,0,1,0,0,1"
"26,150,18,116,34,2,13,15,15,14,1,0,1,1"
"140,19,79,13,28,0,11,17,6,6,0,1,0,0"
"102,73,18,14,43,0,19,6,16,17,1,0,0,1"
"147,37,145,59,21,1,20,20,4,0,0,1,0,1"
"118,99,23,40,23,0,3,13,10,3,0,1,1,0"
"﻿97,17,9,143,20,1,16,10,17,20,1,1,1,0"
"122,31,137,93,37,1,10,4,9,10,1,1,1,1"
"81,100,2,98,12,2,2,1,11,10,1,0,0,0"
"129,123,85,45,47,0,20,12,5,12,1,0,0,1"
"53,68,56,51,50,0,1,11,19,17,1,1,1,1"
"55,45,93,16,9,0,15,13,1,7,0,0,0,0"
"11,131,47,143,0,1,11,12,2,19,0,0,0,0"
"72,53,58,131,47,0,10,2,16,3,0,0,0,1"
"63,42,7,64,41,0,14,10,20,8,1,0,1,0"
"40,27,116,25,34,2,16,18,5,7,1,1,0,1"
"6,10,21,2,6,1,13,0,4,6,1,0,0,1"
"77,149,28,117,7,1,18,6,11,14,1,1,1,0"
"48,2,5,139,42,1,10,3,12,7,1,0,0,0"
"13,136,58,108,1,2,10,12,5,15,0,1,1,1"
"48,13,147,94,35,0,8,3,6,7,0,0,1,0"
"54,10,120,5,13,1,8,0,11,19,0,1,1,0"
"9,92,81,48,29,2,2,11,5,14,0,1,1,1"
"124,16,18,134,40,0,13,10,6,14,1,0,1,0"
"14,38,21,102,3,0,17,10,17,9,0,1,1,0"
"97,85,65,71,2,1,11,12,1,3,1,0,1,0"
"137,87,56,139,37,1,18,0,6,13,1,1,1,1"
"85,97,87,43,19,1,15,12,3,18,0,1,0,1"
"105,23,143,28,41,1,3,5,2,13,1,0,0,0"
"135,64,45,65,3,1,15,7,9,20,0,0,0,0"
"51,8,147,51,46,2,7,0,18,19,0,0,1,0"
"27,7,42,93,50,1,0,12,4,16,0,0,1,0"
"0,4,27,17,44,0,5,9,15,14,1,0,0,0"
"33,140,60,133,9,1,6,16,17,2,0,1,0,1"
"76,60,42,83,30,1,5,17,10,6,1,0,0,0"
"54,31,87,72,0,0,0,10,7,20,0,1,0,1"
"12,76,43,33,45,1,18,13,18,12,0,0,0,0"
"66,53,142,79,8,2,14,18,12,15,1,0,0,0"
"85,35,89,43,26,1,5,12,16,1,0,0,1,1"
"116,74,105,16,7,1,12,19,15,9,0,0,1,0"
"53,147,115,12,19,2,1,12,12,19,1,0,1,0"
"111,19,65,139,4,0,14,17,20,1,0,0,0,0"
"141,28,84,16,15,1,4,9,16,1,0,1,1,0"
"15,22,91,131,18,2,15,15,4,14,1,1,0,0"
"138,131,127,140,28,2,10,17,19,5,0,1,1,1"
"78,31,91,126,25,0,4,12,5,1,0,1,1,0"
"7,49,48,98,46,1,17,2,2,7,1,1,0,1"
"136,18,39,8,47,2,17,18,12,15,0,0,0,0"
"144,92,116,63,7,1,20,19,1,6,0,0,1,0"
"5,132,10,59,35,2,10,9,13,5,1,0,1,0"
"2,135,55,76,18,1,4,3,12,4,1,1,1,0"
"135,111,130,46,47,2,20,8,1,12,1,0,1,0"
"71,137,95,143,45,1,20,14,9,16,0,1,0,0"
"141,11,68,29,43,2,17,19,7,13,1,1,1,1"
"60,16,20,32,17,2,3,12,20,16,1,0,1,1"
"75,78,36,83,9,0,0,10,3,6,1,0,0,1"
"﻿91,133,9,109,25,0,5,9,8,15,1,0,1,1"
"136,6,112,88,34,1,11,8,9,20,0,1,0,1"
"52,68,2,104,19,2,12,2,13,13,0,0,0,1"
"143,143,43,58,48,2,14,16,5,10,1,0,1,1"
"113,11,99,9,32,2,2,4,18,20,0,0,1,1"
"133,121,12,111,23,2,4,18,20,20,1,0,0,1"
"66,51,108,104,2,2,9,20,13,0,0,1,1,0"
"118,121,111,73,44,0,18,18,16,10,1,1,0,1"
"149,110,85,52,6,0,5,4,0,12,1,0,0,1"
"49,105,34,109,1,1,6,9,18,7,1,1,1,0"
"69,37,147,80,17,1,19,10,9,17,1,0,0,1"
"84,36,37,71,39,1,2,16,13,5,0,0,0,1"
"51,95,148,10,23,0,16,6,8,19,1,1,1,1"
"70,75,69,77,27,2,0,11,14,9,0,1,0,0"
"26,136,11,18,15,1,12,9,7,6,0,0,0,0"
"133,9,113,32,19,0,16,17,19,1,0,1,0,0"
"13,104,124,138,16,1,3,14,0,4,1,1,0,0"
"126,137,125,116,33,0,15,18,13,19,0,1,1,1"
"114,53,64,119,8,0,15,5,0,13,0,0,0,0"
"55,149,107,86,38,1,2,14,12,10,1,0,0,1"
"105,141,118,7,48,0,1,11,1,1,1,0,1,0"
"125,19,48,8,14,1,11,13,0,10,1,0,1,0"
"83,115,53,58,31,0,0,10,18,18,0,1,0,1"
"13,32,82,149,34,2,9,5,5,9,1,1,0,0"
"95,84,27,82,33,0,8,14,19,17,1,0,1,1"
"121,141,71,48,44,2,15,14,20,2,1,0,1,0"
"122,97,76,104,44,1,14,15,0,7,0,0,0,1"
"60,55,28,92,48,1,12,1,15,17,1,0,1,1"
"74,64,92,73,44,1,0,20,10,4,1,0,1,0"
"1,43,13,81,1,2,15,6,5,0,1,1,1,0"
"19,54,6,71,1,2,12,9,15,0,1,0,0,0"
"101,24,88,129,21,2,17,16,5,7,1,0,1,0"
"51,46,82,142,28,1,4,13,0,9,0,0,1,1"
"21,116,127,6,34,2,19,12,19,17,0,0,1,0"
"45,22,128,127,20,0,11,7,7,10,1,1,1,1"
"131,64,17,117,14,2,11,4,6,3,0,0,0,0"
"86,17,2,61,24,0,14,10,4,16,1,0,1,0"
"149,97,63,142,18,1,8,18,14,4,1,1,0,1"
"91,145,13,134,35,1,13,12,0,15,1,1,1,1"
"127,1,67,28,43,0,8,5,10,8,1,1,1,1"
"134,24,79,83,37,1,3,13,9,15,1,0,0,0"
"26,34,131,26,49,0,13,3,16,19,0,0,1,1"
"42,100,14,23,18,1,14,3,18,5,0,0,0,1"
"51,98,6,15,25,2,16,2,6,6,1,0,1,0"
"131,94,147,19,14,1,16,3,10,20,1,0,0,1"
"116,72,26,128,44,2,5,19,0,3,0,1,1,0"
"42,114,141,39,0,2,7,19,19,18,0,0,1,0"
"148,46,149,107,24,1,15,9,6,1,1,1,1,0"
"8,117,93,75,19,1,20,15,9,5,0,0,1,1"
"71,69,141,6,38,1,9,2,20,20,0,0,1,1"
"﻿117,93,118,85,0,2,6,10,2,12,1,1,0,0"
"141,150,92,42,26,1,15,0,11,8,0,0,1,0"
"7,145,27,144,1,0,5,2,4,9,1,1,1,0"
"104,127,51,37,23,2,20,8,20,0,0,0,0,0"
"23,47,38,132,50,0,20,19,20,3,1,1,0,1"
"150,54,52,131,6,0,7,6,5,19,1,1,0,0"
"30,91,73,1,29,0,12,7,2,3,0,0,0,1"
"116,132,105,3,48,2,16,18,1,17,0,0,0,1"
"98,120,36,145,17,1,12,17,19,5,1,0,1,0"
"76,25,31,10,37,0,8,8,13,7,1,1,0,1"
"126,133,4,36,27,0,2,19,8,15,1,1,1,0"
"104,67,14,96,6,1,1,16,0,6,1,0,1,1"
"25,114,65,15,23,1,18,18,3,20,0,0,1,1"
"148,45,110,49,29,0,11,4,4,1,0,1,0,1"
"81,148,76,141,29,1,12,17,9,5,0,0,1,0"
"39,78,60,83,18,1,10,18,13,18,1,1,0,0"
"118,92,27,77,38,2,5,0,11,6,1,0,1,1"
"38,14,40,138,18,2,3,2,11,18,0,0,1,1"
"81,127,20,127,50,0,11,6,2,1,0,0,0,0"
"124,66,125,106,30,2,9,2,5,7,1,0,1,1"
"7,140,7,122,39,1,7,7,16,5,0,1,1,0"
"24,46,106,150,44,1,7,8,15,0,1,0,0,1"
"124,42,89,51,42,2,6,6,7,11,1,0,1,1"
"80,48,49,92,14,0,0,2,18,11,0,0,1,1"
"131,55,140,48,17,1,4,19,20,3,0,0,1,0"
"146,79,75,115,31,1,0,18,7,0,0,0,1,1"
"21,16,21,37,16,1,9,16,7,8,0,0,0,1"
"64,145,56,34,16,0,18,11,3,6,1,1,1,0"
"43,138,139,12,12,1,20,11,14,6,1,0,1,1"
"6,150,89,26,41,2,10,0,16,15,1,1,1,1"
"98,8,65,141,1,0,8,12,14,17,1,0,1,1"
"138,29,81,100,48,0,9,18,14,2,1,0,1,1"
"57,105,8,13,10,1,17,17,6,11,0,0,0,0"
"83,53,38,40,6,0,7,5,8,11,1,0,1,1"
"79,146,71,84,30,2,9,0,4,6,1,0,0,1"
"19,72,68,19,49,2,19,3,14,8,0,1,0,0"
"12,44,105,133,5,2,10,3,1,4,1,1,0,1"
"108,99,18,55,0,0,17,12,10,0,1,1,0,0"
"102,82,121,56,43,0,20,7,3,0,0,0,0,1"
"10,115,68,128,23,0,18,13,14,14,0,1,0,1"
"53,52,90,125,4,1,11,16,16,13,1,1,0,0"
"98,70,132,92,44,1,5,13,10,1,0,1,1,0"
"126,78,45,108,35,1,7,5,18,13,1,0,0,1"
"99,24,79,88,23,0,12,4,18,19,1,1,0,1"
"21,75,122,116,39,1,17,15,9,1,1,0,0,1"
"117,94,60,20,38,1,2,18,16,19,1,1,0,1"
"97,74,10,74,15,1,4,15,5,6,1,1,0,1"
"6,131,57,104,39,1,6,19,20,1,0,0,1,0"
"37,136,147,85,49,0,5,6,6,3,1,1,1,1"
"16,121,1,30,27,2,7,4,17,10,0,1,0,0"
"﻿133,138,86,4,38,1,9,1,2,18,0,1,0,1"
"59,115,141,13,20,0,19,2,5,19,0,0,1,1"
"78,45,38,121,0,1,16,15,7,1,1,0,0,1"
"50,119,73,102,4,1,10,10,12,7,0,1,1,0"
"62,89,126,141,20,0,13,2,11,0,0,1,0,1"
"67,104,32,123,12,0,0,15,16,16,0,1,1,1"
"35,39,50,93,21,1,0,14,7,10,1,1,0,0"
"39,19,110,83,6,0,14,13,6,8,0,0,1,1"
"127,5,83,149,9,0,18,8,13,7,1,0,0,1"
"54,60,129,131,1,1,6,8,18,5,1,1,0,1"
"105,28,40,125,3,2,17,1,2,4,0,0,0,0"
"15,20,109,149,39,0,5,6,0,12,0,1,1,0"
"77,62,130,128,24,1,20,11,15,10,0,0,0,0"
"45,64,121,129,15,0,19,12,18,13,0,1,1,0"
"137,8,137,27,32,0,9,15,14,9,0,1,0,1"
"93,45,101,128,44,1,17,12,18,8,1,0,1,0"
"64,57,11,30,33,2,18,20,20,5,0,0,0,0"
"100,81,115,35,24,0,4,10,3,7,0,1,1,0"
"44,98,47,78,42,2,7,6,7,10,0,1,0,1"
"65,10,100,49,12,2,17,5,9,3,1,0,1,1"
"23,47,105,55,34,0,4,8,16,20,0,0,1,1"
"89,35,69,132,7,0,16,2,15,18,0,0,1,1"
"62,39,11,85,42,2,7,15,7,2,1,1,0,0"
"69,54,0,87,32,2,13,15,7,20,0,1,1,1"
"35,53,81,54,8,0,10,5,10,0,0,1,1,0"
"113,47,116,26,41,2,11,17,20,3,0,0,0,0"
"81,25,53,88,22,1,8,3,1,0,0,0,1,1"
"91,52,115,48,50,1,1,16,6,19,1,1,1,1"
"41,72,72,6,41,0,2,19,9,10,0,1,1,1"
"21,14,1,69,46,0,12,3,15,18,0,0,1,1"
"100,23,110,103,19,0,13,2,16,2,1,0,1,1"
"145,49,61,4,37,0,13,18,1,17,0,1,1,1"
"126,106,117,49,43,1,1,10,15,1,0,0,0,1"
"1,36,113,37,4,2,7,10,8,20,1,1,0,0"
"31,62,135,50,9,1,1,18,14,15,0,1,1,1"
"61,131,1,65,35,2,3,18,11,20,1,1,1,1"
"81,15,61,100,28,0,7,11,10,3,1,1,0,1"
"141,39,21,127,41,2,7,17,11,14,1,0,1,1"
"70,111,96,135,30,0,7,11,20,12,1,0,0,1"
"94,121,116,114,0,0,9,5,0,3,1,0,1,1"
"150,67,32,142,7,0,1,13,15,12,1,0,0,0"
"141,25,105,51,7,1,16,12,6,19,0,0,1,1"
"101,107,28,47,48,0,2,13,17,19,1,1,0,1"
"63,106,78,36,10,0,19,4,7,6,0,0,0,0"
"116,78,140,60,50,0,6,10,18,1,1,1,1,1"
"144,35,92,49,26,2,18,15,2,15,1,1,1,1"
"33,9,146,8,12,2,2,8,20,17,1,0,0,0"
"83,41,81,34,1,0,0,19,13,14,0,1,1,1"
"59,96,150,88,19,2,15,12,10,9,1,0,0,1"
"100,78,57,6,17,2,0,15,3,6,0,0,0,1"
"﻿82,54,56,81,44,0,3,4,6,16,1,1,1,1"
"9,16,101,131,9,0,15,11,19,5,1,0,0,0"
"70,47,42,37,37,2,11,0,13,7,1,1,1,0"
"35,109,79,87,45,0,11,12,20,12,1,0,1,0"
"26,73,68,53,46,2,1,5,8,9,1,1,1,1"
"56,29,88,60,19,2,19,7,12,5,1,0,0,0"
"36,11,102,59,34,2,5,8,9,6,1,1,1,0"
"123,93,99,90,16,1,1,14,7,8,0,1,1,0"
"130,6,140,25,4,2,5,4,0,0,0,1,0,0"
"50,69,18,144,45,0,2,11,15,17,0,1,0,0"
"133,110,61,121,43,0,1,13,10,10,0,1,0,0"
"25,127,122,35,37,2,14,7,19,18,1,0,1,1"
"41,50,108,13,5,2,11,18,19,13,0,0,0,0"
"144,33,1,69,42,1,17,20,0,9,1,1,1,0"
"113,59,112,148,2,0,3,9,1,13,1,0,0,1"
"1,65,39,48,23,0,11,2,5,8,0,0,0,0"
"47,84,142,150,42,0,7,10,17,4,0,0,1,0"
"138,107,15,3,23,0,0,7,3,13,0,0,1,1"
"1,102,17,99,26,0,19,6,11,8,0,1,1,0"
"34,91,142,42,10,0,12,20,3,8,1,0,0,0"
"35,147,138,107,30,0,7,12,18,12,1,1,0,1"
"40,76,17,61,41,1,18,13,0,3,1,1,1,1"
"99,27,82,64,42,2,18,13,9,14,0,1,0,0"
"47,4,142,12,2,1,1,3,3,16,1,1,1,1"
"130,134,10,143,19,1,13,18,11,13,1,1,1,0"
"94,6,116,105,15,1,8,1,0,16,0,0,1,1"
"144,99,72,128,33,1,13,8,16,16,1,0,0,0"
"79,117,96,107,30,1,0,4,11,1,0,1,0,0"
"127,63,125,52,29,0,3,19,16,5,0,1,0,1"
"110,7,35,95,29,0,20,12,3,20,1,0,1,0"
"25,62,46,90,37,2,11,18,11,15,0,1,1,1"
"48,138,25,43,18,1,9,12,2,20,1,0,1,1"
"136,80,70,53,12,0,1,4,8,2,1,0,1,0"
"143,147,47,113,50,0,9,19,6,11,0,0,0,1"
"136,149,16,118,32,0,17,13,10,16,1,0,1,1"
"33,142,74,143,9,2,12,18,12,11,1,0,0,1"
"4,27,65,14,3,2,14,2,15,15,1,1,0,0"
"17,20,75,6,29,2,8,0,4,18,0,0,0,0"
"2,66,89,56,37,2,13,2,14,11,0,1,1,0"
"2,110,101,42,49,0,18,12,16,0,1,1,1,1"
"11,7,93,57,39,1,14,16,1,5,1,1,0,1"
"2,146,137,78,49,2,2,8,17,14,1,0,0,0"
"31,98,127,40,1,2,8,12,15,14,0,1,1,1"
"82,76,21,7,42,0,1,5,11,3,0,0,0,1"
"144,90,78,63,24,2,16,16,9,11,1,1,1,1"
"126,133,39,19,27,0,18,18,4,3,1,0,0,0"
"44,6,35,115,2,2,4,2,16,18,1,1,0,0"
"19,47,84,137,22,2,2,11,1,19,1,1,0,1"
"143,24,56,140,31,0,3,14,17,10,0,0,1,0"
"145,0,22,13,11,1,12,13,9,4,1,1,1,1"
"﻿54,132,27,42,0,1,13,12,4,12,0,1,0,1"
"68,90,93,140,35,0,4,9,16,17,0,0,0,1"
"34,51,145,11,15,2,0,4,4,13,1,1,1,1"
"56,119,15,95,17,1,20,19,15,15,1,1,0,1"
"109,96,111,87,39,1,18,0,11,15,1,0,1,0"
"39,33,113,107,13,2,11,1,2,0,0,0,0,1"
"105,16,75,150,17,0,11,1,12,11,0,0,1,1"
"16,121,110,76,22,1,5,3,19,14,1,0,0,1"
"146,9,13,72,5,0,15,2,3,18,1,0,0,1"
"108,101,11,100,23,1,20,12,19,17,0,1,0,0"
"150,95,65,32,49,2,8,1,5,7,0,0,1,1"
"142,40,15,28,9,0,19,17,14,1,1,0,0,1"
"11,81,111,133,21,2,3,3,8,2,0,1,1,1"
"136,37,4,56,9,2,15,0,11,12,1,0,1,0"
"57,69,39,124,25,0,12,2,2,0,0,0,0,0"
"56,98,83,122,5,0,8,7,6,8,0,0,0,1"
"150,132,52,10,39,2,12,12,13,0,0,1,0,1"
"75,7,8,16,32,0,17,11,6,19,0,0,1,1"
